,,Place,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
New Jersey,Cities,Old Bridge Township,2,0,0,0,0,0,1,0,1,0,"67,162"
New Jersey,Cities,Old Tappan,0,1,0,0,0,0,0,0,1,0,"6,069"
New Jersey,Cities,Oradell,0,2,0,0,0,0,0,2,0,0,"8,291"
New Jersey,Cities,Palmyra,1,0,1,0,0,0,0,1,0,1,"7,217"
New Jersey,Cities,Paramus,1,1,0,0,0,0,1,0,1,0,"27,075"
New Jersey,Cities,Passaic,1,1,1,0,0,0,0,0,2,1,"71,053"
New Jersey,Cities,Paulsboro,1,0,0,0,0,0,0,0,1,0,"5,959"
New Jersey,Cities,Pennsville Township,1,0,0,0,0,0,0,0,1,0,"12,564"
New Jersey,Cities,Pequannock Township,0,1,0,0,0,0,1,0,0,0,"15,472"
New Jersey,Cities,Piscataway Township,0,1,0,0,0,0,1,0,0,0,"58,109"
New Jersey,Cities,Plainfield,0,1,0,0,0,0,1,0,0,0,"50,983"
New Jersey,Cities,Point Pleasant,0,1,0,0,0,0,1,0,0,0,"18,696"
New Jersey,Cities,Pompton Lakes,1,0,0,0,0,0,0,0,0,1,"11,176"
New Jersey,Cities,Princeton,8,7,0,0,0,0,1,6,5,3,"31,845"
New Jersey,Cities,Ramsey,1,1,0,0,0,0,0,0,1,1,"15,273"
New Jersey,Cities,Randolph Township,4,4,0,0,0,0,4,2,0,2,"25,950"
New Jersey,Cities,Ridgewood,0,4,0,0,0,0,0,0,3,1,"25,729"
New Jersey,Cities,River Edge,0,1,0,0,0,0,0,1,0,0,"11,744"
New Jersey,Cities,Robbinsville Township,3,0,0,0,0,0,1,0,2,0,"14,446"
New Jersey,Cities,Roselle Park,1,0,0,0,0,0,0,0,1,0,"13,747"
New Jersey,Cities,Shrewsbury,0,1,0,0,0,0,0,1,0,0,"4,178"
New Jersey,Cities,South Brunswick Township,1,2,1,0,0,0,2,0,1,1,"46,280"
New Jersey,Cities,South Orange Village,4,1,1,0,0,0,3,0,1,2,"16,407"
New Jersey,Cities,South Plainfield,1,0,0,0,0,0,1,0,0,0,"24,458"
New Jersey,Cities,South River,1,0,0,0,0,0,0,1,0,0,"16,399"
New Jersey,Cities,"Springfield Township, Union County",1,0,0,0,0,0,1,0,0,0,"17,805"
New Jersey,Cities,Stone Harbor,0,0,2,0,0,0,0,1,1,0,827
New Jersey,Cities,Summit,0,1,0,0,0,0,0,1,0,0,"22,195"
New Jersey,Cities,Teaneck Township,2,1,0,0,0,0,0,1,1,1,"41,377"
New Jersey,Cities,Tenafly,0,1,0,0,0,0,0,1,0,0,"14,960"
New Jersey,Cities,Toms River Township,1,3,0,0,0,0,2,1,1,0,"92,543"
New Jersey,Cities,Trenton,0,1,0,0,0,0,1,0,0,0,"84,231"
New Jersey,Cities,Union City,1,0,0,0,0,0,0,1,0,0,"70,053"
New Jersey,Cities,Union Township,1,0,0,0,0,0,1,0,0,0,"59,051"
New Jersey,Cities,Verona,1,0,0,0,0,0,1,0,0,0,"13,584"
New Jersey,Cities,Vineland,8,0,1,0,0,0,1,0,4,4,"60,477"
New Jersey,Cities,Voorhees Township,1,0,0,0,0,0,0,0,1,0,"29,532"
New Jersey,Cities,"Washington Township, Gloucester County",1,0,1,0,0,0,0,1,1,0,"48,088"
New Jersey,Cities,"Washington Township, Warren County",1,0,0,0,0,0,0,1,0,0,"6,429"
New Jersey,Cities,Waterford Township,2,0,0,0,0,0,1,0,1,0,"10,817"
New Jersey,Cities,Weehawken Township,2,0,0,0,0,0,0,0,0,2,"15,683"
New Jersey,Cities,Westampton Township,2,0,0,0,0,0,0,1,1,0,"8,775"
New Jersey,Cities,West Long Branch,1,0,1,0,0,0,1,0,0,1,"7,944"
New Jersey,Cities,West New York,1,0,0,0,0,0,0,0,1,0,"54,156"
New Jersey,Cities,West Windsor Township,1,1,0,0,0,0,2,0,0,0,"28,495"
New Jersey,Cities,Wildwood,1,0,0,0,0,0,0,0,1,0,"5,087"
New Jersey,Cities,Willingboro Township,0,2,0,0,0,0,0,0,2,0,"31,726"
New Jersey,Cities,Woodbridge Township,0,2,0,0,0,0,1,0,0,1,"102,129"
New Jersey,Cities,Woodbury,27,1,4,1,0,0,4,10,14,5,"9,970"
New Jersey,Universities and Colleges,Total,12,15,10,0,0,0,,,,,
New Jersey,Universities and Colleges,Montclair State University,3,1,1,0,0,0,2,1,2,,"20,987"
New Jersey,Universities and Colleges,Princeton University,3,0,0,0,0,0,,,,3,"8,181"
New Jersey,Universities and Colleges,Rutgers University:  ,,,,,,,,,,,
New Jersey,Universities and Colleges,Newark,0,2,0,0,0,0,,,,2,"12,321"
New Jersey,Universities and Colleges,New Brunswick,4,12,9,0,0,0,6,7,3,9,"50,146"
New Jersey,Universities and Colleges,Stockton University,2,0,0,0,0,0,,,2,,"8,728"
New Jersey,Metropolitan Counties,Total,3,1,0,0,0,0,,,,,
New Jersey,Metropolitan Counties,Bergen,1,1,0,0,0,0,2,,,,
New Jersey,Metropolitan Counties,Cape May,1,0,0,0,0,0,,1,,,
New Jersey,Metropolitan Counties,Warren,1,0,0,0,0,0,,,,1,
New Jersey,State Police Agencies,Total,4,1,0,1,0,0,,,,,
New Jersey,State Police Agencies,New Jersey State Police,4,1,0,1,0,0,4,,,2,
New Mexico,Total,Total,4,2,1,0,0,0,,,,,
New Mexico,Cities,Total,4,2,1,0,0,0,,,,,
New Mexico,Cities,Albuquerque,4,2,1,0,0,0,,,4,3,"561,375"
New York,Total,Total,189,284,64,1,0,14,,,,,
New York,Cities,Total,127,194,55,1,0,13,,,,,
New York,Cities,Albany,4,0,0,0,0,0,0,0,2,2,"98,174"
New York,Cities,Ardsley Village,0,1,0,0,0,0,1,0,0,0,"4,663"
New York,Cities,Auburn,1,0,0,0,0,0,0,1,0,,"26,686"
New York,Cities,Brighton Town,0,1,0,0,0,0,0,0,1,0,"36,596"
New York,Cities,Buffalo,6,0,2,0,0,0,2,4,2,0,"256,169"
New York,Cities,Clarkstown Town,0,2,0,0,0,0,0,1,0,1,"81,810"
New York,Cities,Croton-on-Hudson Village,0,0,0,1,0,0,0,1,0,0,"8,271"
New York,Cities,Fishkill Town,1,0,0,0,0,0,0,1,0,0,"21,532"
New York,Cities,Fulton City,1,0,0,0,0,0,0,1,0,0,"11,321"
New York,Cities,Gates Town,1,0,0,0,0,0,0,0,0,1,"28,723"
New York,Cities,Greenburgh Town,0,1,0,0,0,1,1,0,1,0,"45,923"
New York,Cities,Hamburg Town,1,0,0,0,0,0,0,0,1,0,"46,040"
New York,Cities,Hastings-on-Hudson Village,0,3,0,0,0,0,0,1,1,1,"7,987"
New York,Cities,Hempstead Village,0,0,1,0,0,0,0,1,0,0,"55,807"
New York,Cities,Ilion Village,1,0,0,0,0,0,0,0,1,0,"7,801"
New York,Cities,Ithaca,2,0,0,0,0,0,0,1,1,0,"30,875"
New York,Cities,Johnson City Village,1,0,0,0,0,0,0,0,1,0,"14,595"
New York,Cities,Liberty Village,1,0,0,0,0,0,0,0,1,0,"4,050"
New York,Cities,Middletown,0,1,0,0,0,0,0,0,1,0,"27,607"
New York,Cities,Monroe Village,2,0,0,0,0,0,0,0,2,0,"8,636"
New York,Cities,Mount Vernon,2,0,0,0,0,0,0,0,1,1,"68,507"
New York,Cities,New Castle Town,1,1,0,0,0,0,2,,,,"18,189"
New York,Cities,New Paltz Town and Village,0,1,0,0,0,0,1,0,0,0,"14,125"
New York,Cities,New Rochelle,4,1,0,0,0,0,2,0,1,2,"79,960"
New York,Cities,New York,88,173,46,0,0,11,96,82,68,72,"8,616,333"
New York,Cities,Niagara Falls,3,0,0,0,0,0,0,1,2,0,"48,385"
New York,Cities,Port Jervis,0,0,1,0,0,0,0,,1,0,"8,527"
New York,Cities,Poughkeepsie,1,0,0,0,0,1,0,0,1,1,"30,159"
New York,Cities,Ramapo Town,0,4,0,0,0,0,0,2,2,0,"94,019"
New York,Cities,Rochester,1,0,2,0,0,0,0,2,1,0,"208,591"
New York,Cities,Schodack Town,1,0,0,0,0,0,0,1,0,0,"11,685"
New York,Cities,Scotia Village,0,0,1,0,0,0,1,0,0,0,"7,651"
New York,Cities,Southampton Town,1,1,1,0,0,0,1,0,1,1,"50,987"
New York,Cities,Spring Valley Village,0,1,0,0,0,0,0,1,0,0,"32,795"
New York,Cities,Troy,0,0,1,0,0,0,1,0,0,0,"49,644"
New York,Cities,Utica,0,1,0,0,0,0,0,0,1,0,"60,395"
New York,Cities,White Plains,1,0,0,0,0,0,0,1,0,0,"58,461"
New York,Cities,Yonkers,2,2,0,0,0,0,2,0,2,0,"201,554"
New York,Universities and Colleges,Total,5,7,2,0,0,0,,,,,
New York,Universities and Colleges,State University of New York Police:  ,,,,,,,,,,,
New York,Universities and Colleges,Buffalo State College,0,0,1,0,0,0,1,0,0,0,"9,475"
New York,Universities and Colleges,Cobleskill,1,0,0,0,0,0,0,0,1,0,"2,287"
New York,Universities and Colleges,Delhi,0,1,0,0,0,0,0,0,0,1,"3,511"
New York,Universities and Colleges,Geneseo,1,0,1,0,0,0,1,0,1,0,"5,602"
New York,Universities and Colleges,Morrisville,2,3,0,0,0,0,0,0,1,4,"3,003"
New York,Universities and Colleges,New Paltz,0,2,0,0,0,0,0,0,0,2,"7,628"
New York,Universities and Colleges,Plattsburgh,1,1,0,0,0,0,2,0,0,0,"5,520"
New York,Metropolitan Counties,Total,18,54,3,0,0,0,,,,,
New York,Metropolitan Counties,Nassau,9,28,0,0,0,0,14,9,9,5,
New York,Metropolitan Counties,Putnam,1,0,0,0,0,0,1,0,0,0,
New York,Metropolitan Counties,Suffolk County Police Department,7,26,3,0,0,0,10,13,10,3,
New York,Metropolitan Counties,Warren,1,0,0,0,0,0,0,0,0,1,
New York,Nonmetropolitan Counties,Total,1,1,0,0,0,0,,,,,
New York,Nonmetropolitan Counties,Cattaraugus,1,0,0,0,0,0,0,0,0,1,
New York,Nonmetropolitan Counties,Chenango,0,1,0,0,0,0,0,0,1,,
New York,State Police Agencies,Total,22,16,4,0,0,1,,,,,
New York,State Police Agencies,State Police:,,,,,,,,,,,
New York,State Police Agencies,Albany County ,2,0,0,0,0,0,1,0,0,1,
New York,State Police Agencies,Clinton County ,6,0,0,0,0,0,0,2,2,2,
New York,State Police Agencies,Columbia County ,1,0,2,0,0,0,0,3,0,0,
New York,State Police Agencies,Duchess County ,1,2,0,0,0,0,2,0,0,1,
New York,State Police Agencies,Franklin County ,1,0,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Genesee County ,1,0,0,0,0,0,1,0,0,0,
New York,State Police Agencies,Greene County ,1,0,0,0,0,0,0,1,,0,
New York,State Police Agencies,Hamilton County ,1,0,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Lewis County ,1,0,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Oneida County ,0,1,0,0,0,0,0,,1,0,
New York,State Police Agencies,Onondaga County ,0,1,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Orange County ,0,1,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Oswego County ,0,1,0,0,0,1,1,0,0,1,
New York,State Police Agencies,Putnam County ,0,1,1,0,0,0,0,1,0,1,
New York,State Police Agencies,Saratoga County ,1,0,0,0,0,0,1,0,0,0,
New York,State Police Agencies,Steuben County ,1,0,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Sullivan County ,1,2,0,0,0,0,0,2,1,0,
New York,State Police Agencies,Tioga County ,0,1,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Tompkins County ,0,1,0,0,0,0,1,0,0,0,
New York,State Police Agencies,Ulster County ,1,1,0,0,0,0,1,0,1,0,
New York,State Police Agencies,Wayne County ,1,1,0,0,0,0,0,1,0,1,
New York,State Police Agencies,Westchester County ,2,3,1,0,0,0,4,1,0,1,
New York,Other Agencies,Total,16,12,0,0,0,0,,,,,
New York,Other Agencies,New York City Metropolitan Transportation Authority,16,12,0,0,0,0,11,1,7,9,
North Carolina,Total,Total,114,24,24,4,0,0,,,,,
North Carolina,Cities,Total,80,20,21,3,0,0,,,,,
North Carolina,Cities,Albemarle,1,0,0,0,0,0,0,1,0,0,"16,022"
North Carolina,Cities,Apex,1,1,0,0,0,0,2,0,0,0,"49,159"
North Carolina,Cities,Asheville,4,2,1,0,0,0,3,2,2,0,"90,103"
North Carolina,Cities,Benson,0,1,0,0,0,0,1,0,0,0,"3,764"
North Carolina,Cities,Chapel Hill,5,0,4,0,0,0,2,3,3,1,"59,553"
North Carolina,Cities,Charlotte-Mecklenburg,17,9,5,1,0,0,7,9,11,5,"914,609"
North Carolina,Cities,Concord,1,0,0,0,0,0,0,0,0,1,"91,756"
North Carolina,Cities,Durham,13,1,2,0,0,0,3,4,6,3,"269,088"
North Carolina,Cities,Fayetteville,3,1,2,1,0,0,2,2,1,2,"205,432"
North Carolina,Cities,Greensboro,4,1,1,0,0,0,0,1,2,3,"290,051"
North Carolina,Cities,Hertford,1,0,0,0,0,0,0,0,1,0,"2,122"
North Carolina,Cities,High Point,1,0,0,0,0,0,0,0,0,1,"112,368"
North Carolina,Cities,Jacksonville,2,0,0,0,0,0,0,0,1,1,"67,293"
North Carolina,Cities,Kannapolis,1,0,0,0,0,0,0,1,0,0,"48,754"
North Carolina,Cities,Marion,1,2,0,0,0,0,0,2,0,1,"7,819"
North Carolina,Cities,Monroe,0,0,0,1,0,0,0,0,1,0,"35,153"
North Carolina,Cities,New Bern,1,0,0,0,0,0,1,0,0,0,"30,191"
North Carolina,Cities,Raleigh,12,2,3,0,0,0,2,7,5,3,"468,261"
North Carolina,Cities,Roanoke Rapids,1,0,0,0,0,0,0,1,0,0,"15,083"
North Carolina,Cities,Salisbury,2,0,0,0,0,0,0,1,0,1,"34,085"
North Carolina,Cities,Siler City,3,0,0,0,0,0,1,0,1,1,"8,531"
North Carolina,Cities,Waynesville,1,0,0,0,0,0,0,0,1,0,"9,977"
North Carolina,Cities,Wilmington,5,0,1,0,0,0,1,1,2,2,"119,422"
North Carolina,Cities,Wilson,0,0,2,0,0,0,0,1,1,0,"49,686"
North Carolina,Universities and Colleges,Total,3,0,1,0,0,0,,,,,
North Carolina,Universities and Colleges,East Carolina University,1,0,1,0,0,0,0,0,0,2,"28,962"
North Carolina,Universities and Colleges,North Carolina Central University,1,0,0,0,0,0,0,0,0,1,"8,094"
North Carolina,Universities and Colleges,"University of North Carolina, Pembroke",1,0,0,0,0,0,0,1,0,0,"6,268"
North Carolina,Metropolitan Counties,Total,23,4,2,1,0,0,,,,,
North Carolina,Metropolitan Counties,Brunswick,1,0,0,0,0,0,1,0,0,0,
North Carolina,Metropolitan Counties,Buncombe,1,1,0,0,0,0,0,0,0,2,
North Carolina,Metropolitan Counties,Burke,3,0,0,0,0,0,0,3,0,0,
North Carolina,Metropolitan Counties,Caldwell,1,0,0,0,0,0,0,0,0,1,
North Carolina,Metropolitan Counties,Forsyth,4,0,1,0,0,0,1,1,2,1,
North Carolina,Metropolitan Counties,Franklin,0,1,0,1,0,0,1,1,0,0,
North Carolina,Metropolitan Counties,Gaston County Police Department,3,0,1,0,0,0,1,1,0,2,
North Carolina,Metropolitan Counties,Guilford,1,0,0,0,0,0,0,0,1,0,
North Carolina,Metropolitan Counties,New Hanover,2,2,0,0,0,0,0,1,3,0,
North Carolina,Metropolitan Counties,Pitt,4,0,0,0,0,0,0,1,1,2,
North Carolina,Metropolitan Counties,Randolph,1,0,0,0,0,0,0,0,1,0,
North Carolina,Metropolitan Counties,Wake,2,0,0,0,0,0,0,1,0,1,
North Carolina,Nonmetropolitan Counties,Total,7,0,0,0,0,0,,,,,
North Carolina,Nonmetropolitan Counties,Jackson,3,0,0,0,0,0,1,2,0,0,
North Carolina,Nonmetropolitan Counties,Martin,2,0,0,0,0,0,0,0,2,0,
North Carolina,Nonmetropolitan Counties,Surry,1,0,0,0,0,0,1,0,0,0,
North Carolina,Nonmetropolitan Counties,Transylvania,1,0,0,0,0,0,0,1,0,0,
North Carolina,Other Agencies,Total,1,0,0,0,0,0,,,,,
North Carolina,Other Agencies,University of North Carolina Hospitals,1,0,0,0,0,0,1,0,0,0,
North Dakota,Total,Total,8,5,2,0,0,0,,,,,
North Dakota,Cities,Total,6,4,2,0,0,0,,,,,
North Dakota,Cities,Bismarck,2,1,1,0,0,0,0,3,1,0,"74,397"
North Dakota,Cities,Fargo,1,2,0,0,0,0,0,0,3,0,"123,430"
North Dakota,Cities,Grand Forks,2,0,0,0,0,0,0,1,1,0,"58,090"
North Dakota,Cities,Minot,1,0,1,0,0,0,0,2,0,0,"50,118"
North Dakota,Cities,Wahpeton,0,1,0,0,0,0,0,0,0,1,"7,841"
North Dakota,Metropolitan Counties,Total,2,0,0,0,0,0,,,,,
North Dakota,Metropolitan Counties,Cass,1,0,0,0,0,0,0,1,0,0,
North Dakota,Metropolitan Counties,Morton,1,0,0,0,0,0,1,0,0,0,
North Dakota,Nonmetropolitan Counties,Total,0,1,0,0,0,0,,,,,
North Dakota,Nonmetropolitan Counties,McLean,0,1,0,0,0,0,0,0,1,0,
Ohio,Total,Total,259,35,53,31,0,2,,,,,
Ohio,Cities,Total,225,28,46,26,0,2,,,,,
Ohio,Cities,Akron,10,0,0,4,0,0,4,5,4,1,"197,412"
Ohio,Cities,Amelia,1,1,0,0,0,0,0,2,0,0,"4,982"
Ohio,Cities,Ashland,1,0,0,0,0,0,0,0,0,1,"20,485"
Ohio,Cities,Aurora,2,0,0,0,0,0,0,1,0,1,"15,932"
Ohio,Cities,Austintown,1,0,0,0,0,0,0,1,0,0,"35,303"
Ohio,Cities,Baltimore,1,0,0,0,0,0,0,0,0,1,"2,973"
Ohio,Cities,Barberton,2,0,0,0,0,0,0,0,1,1,"26,050"
Ohio,Cities,Beavercreek,1,0,0,0,0,0,0,0,1,0,"46,572"
Ohio,Cities,Beaver Township,1,0,0,0,0,0,0,1,0,0,"6,427"
Ohio,Cities,Bellefontaine,1,0,0,0,0,0,0,0,1,0,"13,144"
Ohio,Cities,Blue Ash,1,0,0,0,0,0,0,1,0,0,"12,248"
Ohio,Cities,Boardman,2,0,0,0,0,0,0,0,2,0,"39,276"
Ohio,Cities,Brecksville,0,0,1,0,0,0,0,0,0,1,"13,432"
Ohio,Cities,Butler Township,1,0,0,3,0,0,2,1,1,0,"7,799"
Ohio,Cities,Canal Fulton,1,1,0,0,0,0,0,0,1,1,"5,428"
Ohio,Cities,Cincinnati,31,5,4,1,0,0,6,15,13,7,"299,116"
Ohio,Cities,Circleville,3,0,0,0,0,0,0,2,0,1,"13,972"
Ohio,Cities,Cleveland,12,0,0,0,0,0,1,1,5,5,"385,351"
Ohio,Cities,Colerain Township,3,1,0,0,0,0,1,3,0,0,"58,996"
Ohio,Cities,Columbus,50,3,19,3,0,0,19,28,13,15,"872,205"
Ohio,Cities,Copley Township,0,0,0,2,0,0,0,0,2,0,"17,280"
Ohio,Cities,Dayton,1,0,1,0,0,0,0,1,1,0,"140,171"
Ohio,Cities,Defiance,1,0,0,0,0,0,0,1,0,0,"16,594"
Ohio,Cities,Englewood,0,0,1,1,0,0,1,1,0,0,"13,504"
Ohio,Cities,Fairborn,2,0,0,0,0,0,1,1,0,0,"33,936"
Ohio,Cities,Fairfax,1,0,0,0,0,0,0,0,0,1,"1,702"
Ohio,Cities,Fairview Park,1,0,0,0,0,0,0,0,0,1,"16,307"
Ohio,Cities,Findlay,2,0,1,0,0,0,0,0,2,1,"41,474"
Ohio,Cities,Forest Park,1,0,0,0,0,0,0,0,1,0,"18,665"
Ohio,Cities,Franklin,3,0,0,0,0,0,1,0,2,0,"11,779"
Ohio,Cities,Gahanna,1,1,0,0,0,1,1,1,1,0,"35,243"
Ohio,Cities,Garrettsville,1,0,0,0,0,0,0,0,0,1,"2,321"
Ohio,Cities,Georgetown,2,0,0,0,0,0,0,0,0,2,"4,356"
Ohio,Cities,Green Township,3,0,0,0,0,0,0,1,2,0,"58,853"
Ohio,Cities,Grove City,1,0,0,1,0,0,1,1,0,0,"40,421"
Ohio,Cities,Groveport,1,0,0,0,0,0,0,0,1,0,"5,583"
Ohio,Cities,Hamilton,7,2,1,0,0,0,2,2,5,1,"62,094"
Ohio,Cities,Hilliard,1,1,0,0,0,0,2,0,0,0,"36,144"
Ohio,Cities,Holland,1,1,0,0,0,0,0,1,1,0,"1,662"
Ohio,Cities,Howland Township,1,0,0,0,0,0,0,0,1,0,"16,608"
Ohio,Cities,Huber Heights,0,0,0,1,0,0,0,0,1,0,"37,996"
Ohio,Cities,Hudson,1,0,1,1,0,0,0,0,1,2,"22,248"
Ohio,Cities,Ironton,1,0,0,0,0,0,0,0,0,1,"10,853"
Ohio,Cities,Jackson,1,0,0,0,0,0,0,1,0,0,"6,305"
Ohio,Cities,Jamestown,2,0,0,0,0,0,1,0,1,0,"2,036"
Ohio,Cities,Lancaster,1,0,0,0,0,0,0,0,0,1,"40,026"
Ohio,Cities,Lima,6,1,1,0,0,0,1,4,1,2,"37,220"
Ohio,Cities,Logan,0,0,1,0,0,0,1,0,0,0,"7,077"
Ohio,Cities,Lorain,1,1,0,0,0,0,1,1,0,0,"63,672"
Ohio,Cities,Louisville,1,0,0,0,0,0,1,0,0,0,"9,373"
Ohio,Cities,Loveland,1,0,0,0,0,0,0,0,0,1,"12,846"
Ohio,Cities,Lyndhurst,2,1,0,0,0,0,0,1,1,1,"13,586"
Ohio,Cities,"Madison Township, Franklin County",0,1,0,1,0,0,1,1,0,0,"18,661"
Ohio,Cities,Mansfield,3,0,2,0,0,0,1,2,1,1,"46,507"
Ohio,Cities,Marietta,1,0,2,0,0,0,0,1,0,2,"13,582"
Ohio,Cities,Marysville,0,0,1,0,0,0,1,0,0,0,"23,622"
Ohio,Cities,Mason,3,0,0,0,0,0,1,2,0,0,"33,406"
Ohio,Cities,Massillon,2,0,0,0,0,0,1,1,0,,"32,265"
Ohio,Cities,Medina Township,1,0,0,0,0,0,1,0,0,0,"8,940"
Ohio,Cities,Mentor-on-the-Lake,0,1,0,0,0,0,1,0,0,0,"7,359"
Ohio,Cities,Minster,1,0,0,0,0,0,1,0,,,"2,866"
Ohio,Cities,Montgomery,0,1,0,0,0,0,0,1,0,0,"10,638"
Ohio,Cities,Mount Healthy,1,0,0,0,0,0,0,0,0,1,"6,020"
Ohio,Cities,Mount Vernon,0,1,0,0,0,0,0,1,0,0,"16,553"
Ohio,Cities,New Albany,3,0,0,0,0,0,0,2,0,1,"10,838"
Ohio,Cities,Newton Falls,0,0,1,0,0,0,1,0,0,0,"4,567"
Ohio,Cities,North Canton,1,1,1,0,0,0,2,0,1,0,"17,348"
Ohio,Cities,Oak Harbor,1,0,0,0,0,0,0,0,1,0,"2,731"
Ohio,Cities,Ontario,0,0,0,1,0,0,0,1,0,0,"6,058"
Ohio,Cities,Oxford,0,0,1,0,0,0,1,0,0,0,"22,459"
Ohio,Cities,Parma,1,0,0,0,0,0,0,0,1,0,"79,340"
Ohio,Cities,Perkins Township,1,0,0,0,0,0,0,1,0,0,"11,773"
Ohio,Cities,"Perry Township, Franklin County",0,1,0,0,0,0,1,0,0,0,"3,758"
Ohio,Cities,Pickerington,0,1,0,0,0,0,0,0,0,1,"20,373"
Ohio,Cities,Pierce Township,1,0,0,0,0,0,1,0,0,0,"11,623"
Ohio,Cities,Portsmouth,0,0,0,1,0,0,0,1,0,0,"20,451"
Ohio,Cities,Powell,1,0,0,0,0,0,0,0,0,1,"13,029"
Ohio,Cities,Reading,1,0,0,0,0,0,0,0,0,1,"10,307"
Ohio,Cities,Reynoldsburg,5,1,1,0,0,0,1,3,3,0,"37,704"
Ohio,Cities,Rocky River,0,0,0,1,0,0,0,0,1,0,"20,342"
Ohio,Cities,Sabina,2,0,0,0,0,0,0,2,0,0,"2,534"
Ohio,Cities,Salem,2,0,0,0,0,0,0,1,0,1,"11,887"
Ohio,Cities,Shelby,1,0,0,0,0,0,0,0,1,0,"8,987"
Ohio,Cities,Sidney,0,0,1,0,0,0,0,1,0,0,"20,466"
Ohio,Cities,South Euclid,0,0,0,1,0,0,0,0,1,0,"21,628"
Ohio,Cities,"Springfield Township, Hamilton County",1,0,2,0,0,1,0,1,0,3,"36,571"
Ohio,Cities,"Springfield Township, Summit County",1,0,0,0,0,0,1,0,0,0,"14,434"
Ohio,Cities,St. Clair Township,0,0,0,1,0,0,0,0,0,1,"7,583"
Ohio,Cities,Streetsboro,0,0,1,1,0,0,0,1,1,0,"16,308"
Ohio,Cities,Sugarcreek Township,1,0,0,0,0,0,0,0,1,0,"8,300"
Ohio,Cities,Sylvania Township,1,0,0,0,0,0,0,0,0,1,"29,536"
Ohio,Cities,Tipp City,0,1,0,0,0,0,0,0,0,1,"9,957"
Ohio,Cities,Toledo,2,0,0,0,0,0,1,0,0,1,"277,116"
Ohio,Cities,Trotwood,1,0,0,0,0,0,1,0,0,0,"24,308"
Ohio,Cities,Upper Arlington,1,0,0,0,0,0,0,1,0,0,"35,214"
Ohio,Cities,Van Wert,1,0,0,0,0,0,0,1,0,0,"10,713"
Ohio,Cities,Wadsworth,3,0,1,0,0,0,1,0,1,2,"23,388"
Ohio,Cities,West Chester Township,1,0,0,0,0,0,0,1,0,0,"61,386"
Ohio,Cities,Westerville,1,0,0,0,0,0,0,0,1,0,"39,418"
Ohio,Cities,Whitehall,1,0,0,0,0,0,1,0,0,0,"18,835"
Ohio,Cities,Willoughby,1,0,0,0,0,0,1,0,0,0,"22,857"
Ohio,Cities,Wilmington,2,0,0,0,0,0,1,0,1,0,"12,416"
Ohio,Cities,Wooster,0,0,0,1,0,0,0,1,0,0,"27,172"
Ohio,Cities,Xenia,1,0,0,0,0,0,1,0,0,0,"26,331"
Ohio,Cities,Zanesville,1,0,1,1,0,0,0,0,1,2,"25,457"
Ohio,Universities and Colleges,Total,6,1,2,0,0,0,,,,,
Ohio,Universities and Colleges,Bowling Green State University,2,0,0,0,0,0,2,0,,,"17,644"
Ohio,Universities and Colleges,Capital University,1,0,2,0,0,0,2,0,0,1,"3,367"
Ohio,Universities and Colleges,Columbus State Community College,0,1,0,0,0,0,0,0,1,0,"27,109"
Ohio,Universities and Colleges,"Ohio State University, Columbus",3,0,0,0,0,0,1,0,1,1,"59,482"
Ohio,Metropolitan Counties,Total,14,4,2,3,0,0,,,,,
Ohio,Metropolitan Counties,Belmont,1,0,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Butler,1,0,0,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Clark,1,1,0,0,0,0,0,1,1,0,
Ohio,Metropolitan Counties,Clermont,1,0,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Fairfield,1,0,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Franklin,1,0,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Fulton,1,0,0,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Greene,0,1,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Hocking,0,1,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Lorain,1,0,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Lucas,2,0,0,0,0,0,0,1,1,0,
Ohio,Metropolitan Counties,Madison,0,0,0,1,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Montgomery,3,0,2,0,0,0,1,2,0,2,
Ohio,Metropolitan Counties,Perry,0,0,0,1,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Richland,1,0,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Stark,0,1,0,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Warren,0,0,0,1,0,0,0,1,0,0,
